0610007p14rik
ap2b1
ap2m1
ap2s1
ap3m1
ap3s1
apc
apex1
aph1a
api5
apoa1
apob
apobec1
apoc3
apol10a
apool
apopt1
appbp2
app
appl2
aqp11
aqr
arap2
arcn1
arf1
arf3
arf4
arf5
arf6
arfgap1
arfgap3
arfgef1
arfip1
arfip2
arhgap12
arhgap21
arhgap27
arhgdia
arhgef11
arhgef12
arhgef1
arhgef28
arid1a
arid4b
arl16
arl1
arl5a
arl6ip1
arl8a
arpc1a
arpc1b
arpc2
arpc3
arpc4
arpc5
arpc5l
arpp19
asah1
asah2
asap2
asb8
ash2l
asnsd1
asph
asphd2
aspscr1
asxl2
atad1
atad3a
atat1
ate1
atf4
atf6b
atf7ip
atg3
atg5
atg7
atic
atl2
atox1
atp11b
atp11c
atp13a3
atp1a1
atp1b1
atp1b3
atp2a2
atp2a3
atp2b1
atp2c1
atp5a1
atp5b
atp5c1
atp5d
atp5e
atp5f1
atp5g1
atp5g2
atp5g3
atp5h
atp5j2
atp5j
atp5k
atp5l
atp5o
atp6ap1
atp6ap2
atp6v0a1
atp6v0b
atp6v0d1
atp6v0e
atp6v1a
atp6v1b2
atp6v1e1
atp6v1f
atp6v1g1
atp8a1
atp8b1
atp9a
atpaf1
atpif1
atxn1
atxn7l3b
au040320
aurkaip1
aurkb
aven
avil
axin1
axin2
ay074887
ay761184
azi2
azin1
b2m
b3galt2
b3galt5
b4galnt1
b4galt1
b4galt5
b4galt6
baat
bad
bag1
bag4
baiap2l2
bak1
banf1
basp1
baz1a
baz2a
baz2b
bbip1
bbs1
bc004004
bc005537
bc024978
bc031181
bcap31
bcar3
bcas2
bckdha
bcl10
bcl11b
bcl2l14
bclaf1
bdh1
bet1l
birc5
birc6
blmh
bmi1
bmp2
bmpr1a
bmx
bnip3
bnip3l
bod1
bola2
bpgm
bpnt1
bptf
brcc3
brd2
brd8
brf2
bri3
brk1
brox
bscl2
bsg
bst1
btbd1
btbd2
btf3
btf3l4
btg1
bub3
bzw1
bzw2
c1galt1
c1qbp
c230062i16rik
c2cd4b
c330006a16rik
c330007p06rik
c77080
cab39
cables2
cachd1
cacybp
calm1
calm2
calm3
calml4
calr
calu
camk1d
camk2b
camk2d
camkk2
camsap3
camta2
cant1
canx
capns1
caprin1
capza2
capzb
car4
card19
carf
carhsp1
carkd
casc1
casc3
casp3
casp6
casp7
casp8
cast
casz1
cat
cbfa2t3
cbfb
cbx1
cbx3
cbx5
ccdc109b
ccdc124
ccdc129
ccdc12
ccdc141
ccdc34
ccdc36
ccdc47
ccdc62
ccl25
ccl28
ccl5
ccl6
ccna2
ccnb1
ccnb2
ccnd1
ccnd2
ccng2
ccnj
ccnjl
ccnl2
ccnt2
ccny
ccp110
ccser2
cct2
cct3
cct4
cct6a
cct7
cct8
ccz1
cd151
cd164
cd177
cd24a
cd2ap
cd38
cd44
cd47
cd63
cd74
cd81
cd82
cd9
cdc123
cdc34
cdc37
cdc40
cdc42bpa
cdc42
cdc42ep1
cdc42ep5
cdc42se1
cdc5l
cdca3
cdca7
cdca8
cdh17
cdh1
cdhr2
cdhr5
cdipt
cdk1
cdk2ap2
cdk4
cdk6
cdk8
cdkn1a
cdkn1b
cds1
cdx1
cdx2
ceacam10
ceacam1
cebpa
cebpd
cebpg
cebpz
celf1
cenpa
cenpb
cenpf
cenpq
cenpv
cenpw
cep350
cers2
ces2a
ces2e
cetn3
cfap74
cfdp1
cfl1
cfl2
cftr
cggbp1
cgn
chchd2
chchd3
chchd7
chd1
chd4
chd6
chd8
chd9
chfr
chka
chmp1a
chmp2b
chmp3
chmp4b
chmp4c
chmp5
chmp6
chn2
chp1
chpt1
chtf8
chtop
chuk
churc1
ciao1
cib1
cideb
cinp
cisd1
cisd2
cit
cited2
ckap4
ckmt1
cks1b
cks2
clca1
clca3b
clca4b
clcn3
clcn5
cldn15
cldn2
cldn34c1
cldn3
cldn7
clec2h
clic1
clic5
clint1
clip1
clk1
clmn
clns1a
clptm1
clptm1l
clrn3
clstn1
clta
cltb
cltc
cluh
cmas
cmip
cmpk1
cmpk2
cmtm4
cmtm6
cnih1
cnih4
cnn3
cnnm4
cnot1
cnot4
cnot6
cnot6l
coa3
coa5
coasy
cobll1
cog4
colgalt1
commd7
comt
copa
copb1
coprs
cops2
cops4
cops5
cops7a
copz1
coq9
coro1b
coro1c
coro2a
cotl1
cox14
cox17
cox20
cox4i1
cox5a
cox5b
cox6a1
cox6b1
cox6c
cox7a2
cox7a2l
cox7b
cox7c
cox8a
cpeb4
cpne3
cpq
cps1
cpsf1
cpt1a
cpt2
cr1l
crat
creb1
crip1
crip2
cript
crk
cryl1
cs
csde1
cse1l
csnk1a1
csnk1d
csnk1g2
csnk2a1
csnk2b
csrp2
cst3
cstf1
ctbp1
ctc1
ctcf
ctdnep1
ctdsp2
ctdspl
cth
ctnna1
ctnnb1
ctnnbip1
ctnnd1
ctps
ctsa
ctsb
ctsc
ctsl
cttn
cul1
cul3
cuta
cux1
cxxc1
cyb561
cyb5a
cyb5b
cyb5r3
cyb5r4
cyc1
cycs
cyfip1
cyp2a5
cyp2c65
cyp2j6
cyp3a11
cyp3a13
cyp4f14
cyp51
cystm1
d10wsu102e
d17wsu92e
d1ertd622e
d2wsu81e
d430042o09rik
d8ertd738e
daam1
dad1
dag1
dap3
dap
dazap1
dazap2
dbi
dbnl
dcaf10
dcaf11
dcaf12
dcaf7
dcaf8
dcbld1
dclk1
dctn2
dctn3
dctn4
dctn5
dctn6
dctpp1
dcun1d1
ddah1
ddb1
ddc
ddhd1
ddi2
ddost
ddrgk1
ddt
ddx10
ddx17
ddx21
ddx39b
ddx3x
ddx42
ddx46
ddx47
ddx50
ddx55
ddx58
ddx5
ddx6
deb1
decr1
decr2
dedd2
dedd
defa20
defa21
defa22
defa24
defa-rs1
degs2
dek
dennd2d
denr
deptor
dera
derl1
derl2
dgat1
dgkz
dhcr24
dhrs11
dhrs4
dhx15
dhx9
diablo
diaph1
dld
dlg1
dll4
dlst
dmbt1
dmxl1
dmxl2
dnaja1
dnaja2
dnajb11
dnajb14
dnajb4
dnajb6
dnajb9
dnajc10
dnajc12
dnajc19
dnajc24
dnajc2
dnajc5
dnajc7
dnajc8
dnajc9
dnm2
dnmt1
dnmt3a
dnpep
dnph1
dock11
dok4
dopey1
dpep1
dpf2
dph3
dph5
dpp4
dpy30
dpysl2
dpysl3
dram2
drap1
drosha
dsc2
dsg2
dsp
dstn
dtx3l
duox2
dus3l
dusp11
dut
dync1h1
dync1i2
dynll1
dynll2
dynlrb1
dynlt1c
dynlt3
e230020d15rik
e2f6
ebp
ech1
ect2
edc3
edem1
edf1
eea1
eef1a1
eef1b2
eef1e1
eef1g
eef2
eef2k
efcab14
efhd2
efna4
efnb1
efr3a
egln1
egln2
ehd4
ehf
ehmt1
ehmt2
ei24
eif1a
eif1ad
eif1ax
eif1
eif2a
eif2ak1
eif2b1
eif2b4
eif2s2
eif2s3x
eif3a
eif3b
eif3c
eif3d
eif3e
eif3f
eif3g
eif3h
eif3i
eif3k
eif3l
eif3m
eif4a1
eif4a2
eif4b
eif4e2
eif4e
eif4g1
eif4g2
eif4g3
eif4h
eif5a
eif5b
eif5
eif6
elavl1
elf1
elf2
elf3
elovl1
elovl5
elovl6
elovl7
emc2
emc4
emc6
emc7
emd
emg1
eml2
eml4
enc1
eno1
enpep
entpd5
eny2
ep300
ep400
epb41l1
epb41l2
epb41l3
epb41l4b
epcam
ephb2
epm2aip1
eprs
eps15
eps8l2
eps8l3
epsti1
erap1
erbb2
erbb2ip
erbb3
ercc3
ergic3
erlin1
erlin2
ero1lb
erp29
erp44
esco2
esd
espn
esrp1
esrra
etf1
etfb
etfdh
ethe1
etl4
etnk1
ets2
eva1c
ewsr1
exosc7
extl2
ezr
f11r
f2rl1
faah
fabp1
fabp2
fabp6
fads1
faf1
fam101b
fam114a2
fam117b
fam120a
fam133b
fam136a
fam13a
fam171a1
fam199x
fam204a
fam206a
fam208b
fam20b
fam221a
fam234a
fam32a
fam46a
fam49b
fam50a
fam63a
fam63b
fam8a1
fam91a1
fam98b
far2
farsb
fasn
fat1
fbl
fbp2
fbxl14
fbxo18
fbxo25
fbxo30
fbxo38
fbxo3
fbxo8
fbxw11
fbxw5
fbxw8
fcgbp
fdft1
fdps
fech
fem1b
fen1
fermt1
fez2
ffar3
fgfr1op2
fibp
fig4
firre
fis1
fiz1
fkbp15
fkbp1a
fkbp2
fkbp4
fkbp8
fktn
flii
flrt3
fnbp1
fnta
fopnl
fosl2
foxp1
frg1
frk
frrs1
fry
fryl
fth1
ftl1
fubp3
fuca1
fuk
fundc2
fus
fut8
fxr1
fxyd3
fyb
fzd5
g3bp1
g3bp2
g6pdx
gaa
gab1
gab2
gabarap
gabarapl1
gabarapl2
gabbr1
gabpb1
gabpb2
gadd45a
gak
gale
galk1
galnt10
galnt1
galnt4
galnt7
ganab
gan
gapdh
gapvd1
gar1
gars
gas5
gatad1
gatad2a
gatad2b
gbas
gbf1
gcat
gcc2
gch1
gclm
gcn1l1
gcnt3
gda
gde1
gdi1
gdi2
gdpd1
gfpt1
gga2
ggnbp2
ghitm
gipc2
git1
gjb1
glg1
glis3
glmp
glo1
glod4
glod5
glrx2
glrx3
glrx5
glrx
gls
gltp
glud1
glyr1
gm10053
gm10126
gm10138
gm1123
gm11808
gm14851
gm15299
gm15396
gm15800
gm16440
gm17322
gm17494
gm17541
gm19817
gm20407
gm20594
gm26774
gm26782
gm26909
gm26917
gm29562
gm37298
gm37758
gm37985
gm38101
gm38124
gm38382
gm4076
gm42418
gm42427
gm42428
gm42566
gm4262
gm42851
gm43185
gm43201
gm43305
gm43323
gm43775
gm44292
gm45183
gm45223
gm5860
gm7861
gm8797
gm9844
gm9920
gmds
gmfb
gmnn
gmppa
gna11
gna13
gnai2
gnai3
gnaq
gnas
gnb1
gnb2
gng12
gng13
gng5
gnpnat1
golga2
golga3
golga4
golga5
golgb1
golm1
golph3l
gopc
gorab
gorasp2
got2
gpa33
gpcpd1
gpd1
gpd1l
gpd2
gpi1
gprc5a
gprin3
gps1
gps2
gpsm2
gpx1
gpx2
gpx4
gramd1b
gramd3
grb7
grn
grpel1
grsf1
grtp1
gsdmc4
gsdmd
gse1
gsk3b
gsn
gspt1
gsr
gss
gstm1
gstm5
gsto1
gtf2a2
gtf2h5
gtf2i
gtf2ird1
gtpbp4
guca2a
guca2b
gucy2c
guf1
guk1
h13
h1f0
h2-aa
h2-ab1
h2afj
h2afv
h2afx
h2afy
h2afz
h2-d1
h2-eb1
h2-k1
h2-q2
h2-t23
h3f3a
h3f3b
hacd1
hacd2
hacd3
hadha
hadhb
hadh
hap1
hax1
hbs1l
hcfc1
hcfc1r1
hck
hdac2
hdac5
hdgf
hdlbp
hectd1
helz
hepacam2
heph
herpud1
herpud2
hes6
hexim1
hibadh
hif1a
higd1a
higd2a
hint1
hip1r
hipk1
hipk2
hipk3
hist1h1c
hist1h2ap
hist1h2bc
hjurp
hk2
hmga1-rs1
hmgb1
hmgb2
hmgb3
hmgcl
hmgcr
hmgcs1
hmgn1
hmgn5
hmx2
hn1
hn1l
hnf4a
hnrnpa0
hnrnpa1
hnrnpa2b1
hnrnpa3
hnrnpab
hnrnpc
hnrnpd
hnrnpdl
hnrnpf
hnrnph1
hnrnph3
hnrnpk
hnrnpl
hnrnpll
hnrnpm
hnrnpr
hnrnpu
hnrnpul1
hnrnpul2
homer1
hook1
hook3
hopx
hoxb7
hp1bp3
hpcal1
hpgd
hpgds
hprt
hs2st1
hsbp1
hsd17b10
hsd17b11
hsd17b12
hsp90aa1
hsp90ab1
hsp90b1
hspa1b
hspa4
hspa4l
hspa5
hspa8
hspa9
hspd1
hspe1
hsph1
htatsf1
htr3a
huwe1
hykk
iars2
ibtk
id1
id3
ide
idh1
idh2
idh3a
idh3b
idh3g
idi1
ido1
ier2
ier3ip1
ifi30
ifit1
ifitm2
ifitm3
ifngr1
ifrd1
ift22
igbp1
igf1r
igf2bp2
igf2r
igfbp4
igsf5
igsf8
ikbkb
ikbke
il10rb
il13ra1
il17rc
il1rn
ildr1
immp1l
immt
imp3
imp4
impa1
impad1
impdh2
inafm2
incenp
ing1
ing4
ino80d
inpp5b
inpp5d
inpp5j
inppl1
insig2
ints2
ints4
intu
ipmk
ipo5
ipo7
ipo8
iqgap1
iqgap2
irak1
ireb2
irf2bp2
irf2bpl
irf6
irf8
irgm1
iscu
ist1
isy1
itch
itfg1
itga3
itga6
itgb1
itgb4
itgb6
itln1
itm2b
itm2c
itpa
itpr2
ivns1abp
iws1
jade1
jarid2
jkamp
junb
jun
jup
kars
kat6b
kat7
katna1
katnbl1
kcmf1
kcne3
kcnk1
kcnn4
kcnq1
kcnq1ot1
kctd12
kctd5
kdelr1
kdelr2
kdf1
kdm2a
kdm2b
kdm3b
kdm4a
kdm5a
kdm5b
kdm6b
kdm7a
kdsr
khdrbs1
khsrp
kif1c
kif23
kif2c
kif5b
kit
kitl
klf13
klf3
klf4
klf5
klf6
klf7
klf9
klhdc2
klhl5
klhl9
kmt2a
kmt2c
kmt2e
kmt5a
kpna1
kpna2
kpnb1
kras
krcc1
krr1
krt18
krt19
krt20
krt23
krt7
krt8
krtcap2
krtcap3
l1cam
l3mbtl1
lad1
lamp1
lamp2
lamtor1
lamtor3
lamtor4
lancl1
lap3
laptm4a
laptm4b
larp1b
larp1
larp4b
larp4
lars2
lars
lasp1
lats1
lbr
lcmt1
lcor
lcorl
lct
ldah
ldb1
ldha
ldlr
leprot
letm1
lgals2
lgals3bp
lgals3
lgals4
lgals8
lgals9
lgr4
lgr5
lias
lig1
lima1
limd1
limd2
limk2
lin54
lin7c
litaf
llgl2
lman1
lman2
lmbr1
lmna
lmnb1
lmnb2
lmo7
lnx2
loxl2
lpcat3
lpgat1
lpp
lrba
lrmp
lrp10
lrp1
lrp5
lrrc16a
lrrc42
lrrc58
lrrc59
lrrfip2
lsm14a
lsm1
lsm4
lsm5
lsm6
lsm8
lsr
lta4h
ltbr
ltc4s
luc7l2
luc7l3
luc7l
lurap1l
ly6e
ly6g6f
lyn
lypd8
lypla1
lypla2
lyrm4
lyz1
lzts3
macf1
mad2l1
maf
mafg
maged1
magoh
magt1
mak16
mal2
malat1
mall
man1a2
man1a
man2a1
man2b1
manea
manf
maoa
map1lc3a
map1lc3b
map2k1
map2k2
map2k3
map4
map4k3
map4k4
mapk13
mapk1
mapk1ip1l
mapk3
mapk6
mapkap1
mapre1
mapre2
marcks
marcksl1
mark2
mast4
mat2a
matk
max
mbd2
mbnl1
mbnl2
mboat1
mbp
mbtd1
mccc1
mcl1
mcm4
mcm5
mcm6
mcm7
mcmbp
mcph1
mctp2
mcu
mdc1
mdh1
mdh2
mdm4
me2
mea1
meaf6
mecp2
med13l
med18
med28
med30
megf11
melk
mep1b
mesdc1
metap2
mettl16
mettl7a1
mettl9
mfap1a
mfap3
mfge8
mfn1
mfn2
mfsd11
mfsd14a
mfsd14b
mfsd2a
mfsd4a
mga
mgam
mgat2
mgat4a
mgat4b
mgat4c
mgat5
mgea5
mgll
mgrn1
mgst1
mgst2
mgst3
mib1
mical1
mical3
micu1
micu2
mid1ip1
midn
mien1
mif
minos1
mir6240
misp
mki67
mkks
mkl2
mkln1
mkrn1
mlec
mlf2
mllt4
mllt6
mlx
mmadhc
mmgt1
mmp7
mob1a
mob1b
mob2
mocs2
mogat2
mogs
mon1a
morf4l1
morf4l2
mpc1
mpc2
mpdu1
mpnd
mpp5
mptx2
mpzl1
mpzl2
mpzl3
mrfap1
mrpl12
mrpl15
mrpl18
mrpl21
mrpl28
mrpl30
mrpl33
mrpl34
mrpl41
mrpl48
mrpl51
mrpl57
mrps10
mrps12
mrps14
mrps17
mrps18c
mrps24
mrps33
mrps5
mrps9
ms4a8a
msh2
msi2
msl1
msmo1
msrb1
mt1
mt2
mta2
mt-atp8
mtch1
mtch2
mtdh
mtf1
mthfd2
mthfd2l
mtmr11
mt-nd3
mt-nd4l
mt-nd5
mtpap
mtpn
mt-rnr1
mt-rnr2
mtx2
muc13
muc19
muc2
muc3
mut
mvp
mxd4
myadm
myb
myc
myeov2
myh14
myh9
myl12a
myl12b
myl6
mylk
myo10
myo15b
myo18a
myo1a
myo1b
myo1d
myo1e
myo5b
myo6
myo7b
myzap
n4bp2l2
naa15
naa35
naa50
naaladl1
nab1
naca
nacc2
nae1
nagk
nampt
nans
nap1l1
napa
napg
nars
nasp
nav2
nbea
nbeal1
nbr1
ncapd2
ncbp2
ncbp3
nck2
nckap1
ncl
ncln
ncoa1
ncor1
ndfip2
ndnl2
ndrg1
ndst1
ndufa10
ndufa11
ndufa12
ndufa13
ndufa1
ndufa2
ndufa3
ndufa4
ndufa5
ndufa6
ndufa8
ndufa9
ndufab1
ndufb10
ndufb11
ndufb2
ndufb3
ndufb4
ndufb5
ndufb6
ndufb8
ndufb9
ndufc1
ndufc2
ndufs1
ndufs2
ndufs3
ndufs5
ndufs6
ndufv1
ndufv2
ndufv3
nebl
necap2
nectin2
nectin3
nedd4
nedd4l
nedd8
nek2
nemf
net1
neurl3
neurod1
nfatc2
nfe2l1
nfe2l2
nfkb1
nfkbia
nfs1
nfyb
nfyc
nhp2
nhp2l1
nif3l1
nin
nipal4
nipbl
nipsnap3b
nisch
nkain3
nktr
nlrc4
nlrp6
nme1
nmt1
noc2l
noct
nol11
nol7
nol9
nolc1
nomo1
nono
nop16
nop56
nop58
npc1l1
npc2
npdc1
npepps
npm1
nptn
nr1d2
nr1h2
nr1h4
nr2f6
nr3c1
nrarp
nras
nrbp2
nrd1
nrep
nrgn
nrip1
nsa2
nsdhl
nsf
nsfl1c
nsun2
ntan1
ntrk3
nub1
nucb1
nucks1
nudt16l1
nudt21
nudt3
nudt4
nudt5
nufip2
numa1
numb
nup214
nup50
nus1
nusap1
nutf2-ps1
nxt2
oas3
oat
oaz1
ociad1
ociad2
ocln
odc1
ogdh
ogt
oip5
oit1
ola1
ormdl2
os9
osbp
osr2
ost4
ostc
ostf1
otc
otud6b
otud7b
otulin
oxct1
p2rx4
p4hb
pa2g4
pabpc1
pafah1b1
pafah1b2
pafah1b3
paics
pak1
pak1ip1
pak2
pam
pank3
papola
papss1
parl
parp1
parp9
parvb
paxbp1
pbk
pbrm1
pbx1
pbx2
pbxip1
pcbd1
pcbp1
pcbp2
pcca
pcgf3
pcmtd1
pcna
pcnp
pcnx3
pcsk4
pdap1
pdcd4
pdcd6
pdcd6ip
pdcl
pde11a
pde12
pde1c
pde2a
pde6d
pdha1
pdhb
pdhx
pdia3
pdia4
pdia6
pdlim1
pdlim5
pdpk1
pds5a
pdxdc1
pea15a
pebp1
pef1
peli1
perp
pet100
pex1
pex7
pfas
pfdn5
pfdn6
pfkfb3
pfkp
pfn1
pgam1
pgam5
pgd
pggt1b
pgk1
pglyrp1
pgm1
pgm2
pgm2l1
pgrmc1
pgs1
phactr4
phax
phb2
phc2
phf10
phf13
phf21a
phf2
phf5a
phgr1
phip
phkg1
phlda1
phrf1
phyh
phykpl
pi4k2b
picalm
pign
pigp
pigr
pigs
pigx
pigyl
pik3cg
pik3r1
pik3r5
pim1
pim3
pin4
pip5k1a
pip5k1b
pipox
pisd
pitpna
pitx2
pja2
pkdcc
pkm
pkn1
pkp2
pkp3
pla2g16
pla2g4a
plac8
plagl2
plcb2
plcb3
plcg2
pld3
plec
plek2
plekha2
plekha6
plekha7
plekhb2
plin2
plin3
plk1
plp2
plpp1
plpp2
plpp5
plpp6
pls1
plscr1
pmf1
pnisr
pno1
pnp
pnpla2
pnpla6
pnrc1
poc1b
pof1b
pofut2
pogz
pole3
polr1c
polr1d
polr2a
polr2b
polr2e
polr2f
polr2g
polr2m
polr3k
pomp
pon2
ppa1
ppdpf
ppia
ppib
ppif
ppig
ppip5k2
ppm1a
ppm1b
ppm1g
ppm1m
ppp1ca
ppp1cb
ppp1cc
ppp1r12a
ppp1r14c
ppp1r1b
ppp1r2
ppp2ca
ppp2cb
ppp2r1a
ppp2r1b
ppp2r2d
ppp3ca
ppp3cb
ppp3r1
ppp4r2
ppp5c
ppt1
pptc7
prap1
prc1
prcp
prdx1
prdx2
prdx3
prdx5
prdx6
prelid1
prkaca
prkag1
prkar1a
prkar2a
prkca
prkce
prkci
prkcz
prkdc
prkra
prlr
prmt2
prom1
prox1
prpf19
prpf38b
prpf40a
prpf8
prpsap1
prr13
prrc1
prrc2a
prrc2c
prss32
psap
psd3
psen1
psenen
psma1
psma2
psma3
psma4
psma6
psma7
psmb10
psmb1
psmb2
psmb4
psmb5
psmb7
psmb8
psmb9
psmc2
psmd10
psmd11
psmd13
psmd14
psmd1
psmd2
psmd7
psmd8
psmd9
psme1
psme4
pspc1
ptbp1
ptbp3
ptcd2
ptcd3
ptdss1
pten
ptges3
ptgfrn
ptgs1
ptk7
ptma
ptms
ptov1
ptp4a1
ptp4a2
ptp4a3
ptpmt1
ptpn14
ptpn18
ptpn1
ptpn22
ptpn6
ptpra
ptprc
ptprd
ptprf
ptrhd1
pts
pttg1ip
puf60
pum1
pum2
pura
purb
pus1
pxdn
pxn
pycard
pycrl
pygl
qars
qdpr
qsox1
r3hcc1
r3hdm4
r74862
rab10
rab11a
rab11b
rab11fip4
rab14
rab15
rab17
rab18
rab1a
rab1b
rab25
rab27b
rab2a
rab3d
rab3gap1
rab5a
rab5c
rab6a
rab7
rab8a
rab9
rabac1
rabgap1
rabgap1l
rabl6
rac1
rac2
racgap1
rack1
rad21
rad23b
rad50
rae1
raf1
rala
ralbp1
ralgapa1
ralgps2
raly
ranbp1
ranbp6
ran
rangap1
rangrf
rap1a
raph1
rars
rasa2
rassf2
rassf4
rassf7
rb1cc1
rbbp4
rbbp5
rbbp6
rbbp7
rbfox2
rbm15b
rbm25
rbm26
rbm28
rbm38
rbm39
rbm3
rbm47
rbm8a2
rbm8a
rbx1
rc3h1
rc3h2
rcbtb1
rcc2
rchy1
rcor1
rcor3
reep3
reep4
reep5
reg3b
reg3g
reg4
relb
rer1
rere
rexo1
rfc1
rfc2
rfk
rfwd2
rfx1
rgs13
rgs2
rheb
rhoa
rhob
rhoc
rhog
rhot1
rhot2
rhou
riok3
rmnd5a
rmnd5b
rnase4
rnaseh2c
rnasek
rnasel
rnf103
rnf10
rnf114
rnf115
rnf11
rnf128
rnf13
rnf145
rnf149
rnf152
rnf167
rnf19b
rnf213
rnf5
rnf7
rnh1
rnpep
rnps1
rock1
rock2
romo1
rp23-306p12
rp23-359b23
rp23-423e20
rp23-466i14
rp24-252b21
rp24-332c4
rpia
rpl10a
rpl10
rpl11
rpl12
rpl13a
rpl13
rpl14
rpl15
rpl17
rpl18a
rpl18
rpl19
rpl21
rpl22
rpl22l1
rpl23
rpl24
rpl26
rpl27a
rpl28
rpl30
rpl31
rpl32
rpl34
rpl35a
rpl36a
rpl36al
rpl37a
rpl37
rpl38
rpl39
rpl3
rpl41
rpl4
rpl5
rpl6
rpl7a
rpl7
rpl7l1
rpl8
rplp0
rplp1
rplp2
rpn1
rpn2
rpp21
rps10
rps11
rps12-ps3
rps13
rps14
rps15a
rps15
rps16
rps17
rps18
rps19
rps20
rps21
rps23
rps24
rps25
rps26
rps27a
rps27l
rps28
rps29
rps2
rps3a1
rps3
rps4x
rps5
rps6
rps6ka1
rps7
rps8
rps9
rpsa
rraga
rrbp1
rrm1
rrp1
rrp7a
rsad2
rsbn1l
rsf1
rsl1d1
rspry1
rsrc2
rsrp1
rsu1
rtcb
rtf1
rtn3
rtn4
runx1
runx1t1
rwdd4a
rxra
rxrb
rybp
ryk
ryr1
ryr2
s100a10
s100a11
s100a16
s100a6
saal1
sacm1l
sae1
safb2
safb
samd14
samd9l
samm50
sap18
saraf
sars
sart3
sass6
sat1
sbf2
sbno1
sc5d
scaf11
scamp1
scamp2
scamp3
scarb2
scd2
scml4
scp2
sct
sdc4
sdcbp2
sdcbp
sde2
sdf4
sdha
sdhb
sdhc
sdhd
sec11a
sec11c
sec13
sec14l1
sec22b
sec23a
sec23b
sec23ip
sec24a
sec24c
sec31a
sec61a1
sec61b
sec61g
sec62
seh1l
sel1l3
sel1l
selk
selm
selo
selt
sema3a
sema5a
senp3
senp7
sepp1
serbp1
serf1
serf2
serhl
serinc1
serinc2
serinc3
serp1
serpinb1a
serpinb6a
serpini1
set
setd1b
setd3
setd7
sf1
sf3a1
sf3b1
sf3b2
sf3b3
sf3b6
sfmbt1
sfn
sfpq
sfr1
sft2d2
sfxn1
sfxn5
sgms2
sgpl1
sgpp2
sgsm1
sh2d6
sh2d7
sh3bgrl2
sh3bgrl3
sh3d19
sh3glb1
sh3glb2
shc1
shfm1
shisa5
shmt1
siglecf
sike1
simc1
sin3a
sis
skap2
skp1a
slain2
slbp
slc12a2
slc12a7
slc13a1
slc15a1
slc16a1
slc1a1
slc1a5
slc25a11
slc25a15
slc25a16
slc25a17
slc25a1
slc25a20
slc25a22
slc25a24
slc25a37
slc25a39
slc25a3
slc25a51
slc25a5
slc26a2
slc26a3
slc26a6
slc27a4
slc30a5
slc30a9
slc31a1
slc34a2
slc35a2
slc35a3
slc35a4
slc35b1
slc35c1
slc35f5
slc35g1
slc37a4
slc38a10
slc38a2
slc39a14
slc39a4
slc39a7
slc3a2
slc43a2
slc44a1
slc44a4
slc4a2
slc4a4
slc4a7
slc51a
slc5a1
slc5a8
slc6a19
slc6a6
slc6a8
slc6a9
slc7a2
slc9a2
slc9a3r1
slco2a1
slco3a1
